category,subcategory,date,location,payee,description,method,amount
Auto/Transportation,,8/1/04,,,Union 76 00379982 Riverside Ca,,1573
Other Spending,,8/2/04,,,Non-Wells Fargo ATM Transaction Fee,,200
Other Spending,,8/2/04,,,Bill Pay Service Fee On 08-01,,695
Other Spending,,8/3/04,,,Overdraft Fee,,3300
Other Spending,,8/3/04,,,Overdraft Fee,,3300
Other Spending,,8/3/04,,,Overdraft Fee,,3300
Other Spending,,8/4/04,,,Overdraft Fee,,3300
Other Spending,,8/5/04,,,Continuous Od Level 2 Charge,,500
Other Spending,,8/6/04,,,Continuous Od Level 2 Charge,,500
Other Spending,,8/9/04,,,Continuous Od Level 2 Charge,,500
Other Spending,,8/10/04,,,Continuous Od Level 2 Charge,,500
Other Spending,,8/11/04,,,Monthly Point-Of-Sale (Pos) Purchase Fee Total Other Withdrawals,,100
Other Spending,,8/11/04,,,Monthly Service Fee,,375
Other Spending,,8/11/04,,,Continuous Od Level 2 Charge,,500
Other Spending,,8/12/04,,,Continuous Od Level 2 Charge,,500
Bills/Utilities,,8/27/04,,,Charter Comm Chartercom 082604,,5318
,,8/27/04,,,Easy Ad Photo Ad 805-543-9050 Ca,,1000
Groceries,,8/29/04,,,Vons Store Vons Satascadero Ca 3319,,329
Auto/Transportation,,8/30/04,,,Chevron 00092265 San Luis Obis Ca,,2749
Credit Card/Loan Payments,,9/1/04,,,Card Services 1 Payment 040831 Travis Lawrence 4791070400384499,,240000
Credit Card/Loan Payments,,9/2/04,,,Wells Fargo Card Phone Pymt 040901 317 90418002018291,,210000
Other Spending,,9/2/04,,,Bill Pay Service Fee On 09-01,,695
Auto/Transportation,,9/4/04,,,Shell Oil 57441083201 Atascadero Ca,,1295
Auto/Transportation,,9/6/04,,,Chevron 00092060 Morgan Hill Ca,,2191
,,9/8/04,,,Bill Pay Wellspring Wirel On-Line 30037360 On 09-08,,7711
Auto/Transportation,,9/9/04,,,Chevron 00091928 Morro Bay Ca,,2742
Shopping,,9/10/04,,,Kmart Kmart Atascadero Ca 3319,,3214
Auto/Transportation,,9/12/04,,,Chevron 00093042 Newport Beach Ca,,2993
,,9/12/04,,,Fmi-Angel Stadium Anaheim Ca,,1498
Other Spending,,9/13/04,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,9/13/04,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,9/13/04,,,Monthly Service Fee,,375
Other Spending,,9/13/04,,,Monthly Service Fee,,375
Auto/Transportation,,9/14/04,,,Shell Oil 57441083201 Atascadero Ca,,2715
,,9/17/04,,,Atascadero Tesoatascaderoatascadero Ca 3319,,1542
,,9/17/04,,,Sou Staples #70Sou Staplepaso Robles Ca 3319,,15652
Auto/Transportation,,9/18/04,,,Shell Service Sshell Servatascadero Ca 3319,,1077
Cash/ATM,,9/20/04,,,ATM Withdrawal - 09/20 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Checks Written,,9/20/04,,,Check #319,,10650
Checks Written,,9/20/04,,,Check #320,,13700
Other Spending,,9/20/04,,,Non-Wells Fargo ATM Transaction Fee,,200
Groceries,,9/21/04,,,Vons Store Vons Satascadero Ca 3319,,1057
,,9/21/04,,,Wmv*Match.Com 800-926-2824 Tx,,5085
,,9/22/04,,,Phone Banker Call 09/22,,200
Auto/Transportation,,9/23/04,,,Chevron 00092265 San Luis Obis Ca,,2887
Food/Drink,,9/23/04,,,Taco De Mexico Taco De Mesan Luis Obisca 3319,,912
Auto/Transportation,,9/24/04,,,Shell Oil 57441083201 Atascadero Ca,,1087
Food/Drink,,9/24/04,,,High Street Market And San Louis Obi Ca,,635
Shopping,,9/24/04,,,Boo Boo Records San Ls Obispo Ca,,1500
,,9/25/04,,,The Bed Store Ii Santa Maria Ca,,2000
Cash/ATM,,9/27/04,,,ATM Withdrawal - 09/27 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Checks Written,,9/27/04,,,Check #321,,10000
Other Spending,,9/27/04,,,Non-Wells Fargo ATM Transaction Fee,,200
Cash/ATM,,9/29/04,,,ATM Withdrawal - 09/29 7819T 7135 El Camino Real Atascadero Ca 3319,,2000
Auto/Transportation,,10/1/04,,,Union 76 46044897 Atasacadero Ca,,1176
Food/Drink,,10/1/04,,,Woodstocks Pizza San L San Luis Obis Ca,,398
Other Spending,,10/1/04,,,Bill Pay Service Fee On 10-01,,695
Cash/ATM,,10/2/04,,,ATM Withdrawal - 10/02 S1A07860 1 Grand Avenue Washingtonsnluis Obispoca 3319,,4000
Food/Drink,,10/4/04,,,Subway #1035 San Luis Obis Ca,,471
Other Spending,,10/4/04,,,Non-Wells Fargo ATM Transaction Fee,,200
Auto/Transportation,,10/5/04,,,Union 76 10003606 San Luis Obis Ca,,2894
,,10/6/04,,,The Shack San Luis Obis Ca,,700
Cash/ATM,,10/8/04,,,ATM Withdrawal - 10/08 0901A 665 Marsh St San Luis Obis Ca 3319,,4000
Food/Drink,,10/8/04,,,Hudson'S Grill Slo San Luis Obis Ca,,3216
Groceries,,10/8/04,,,Vons Store Vons Satascadero Ca 3319,,3140
,,10/8/04,,,Longs Drug Storlongs Drugatascadero Ca 3319,,1071
,,10/9/04,,,Tom'S Toys #1 San Luis Obis Ca,,1499
,,10/11/04,,,Poor Boy Deli San Luis Obis Ca,,609
Cash/ATM,,10/12/04,,,ATM Withdrawal - 10/12 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,10/12/04,,,Non-Wells Fargo ATM Transaction Fee,,200
Shopping,,10/12/04,,,Boo Boo Records San Ls Obispo Ca,,1822
Other Spending,,10/13/04,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,10/13/04,,,Monthly Service Fee,,375
Auto/Transportation,,11/10/04,,,Coast Marketingchevron San Luis Obisca 3319,,881
Auto/Transportation,,11/10/04,,,Chevron 00092265 San Luis Obis Ca,,3107
Food/Drink,,11/10/04,,,High Street Market And San Louis Obi Ca,,635
Food/Drink,,11/11/04,,,Franks Hot Dogs San Luis Obis Ca,,483
Shopping,,11/11/04,,,Boo Boo Records San Ls Obispo Ca,,3644
Cash/ATM,,11/12/04,,,ATM Withdrawal - 11/12 0901A 665 Marsh St San Luis Obis Ca 3319,,2000
Auto/Transportation,,11/13/04,,,Arco Paypoint Arco Payporiverside Ca 3319,,2233
,,11/14/04,,,Yard House Rancho Mirage Ca,,4290
Personal Care,,11/15/04,,,Asf*Health Club Dues 800-525-8967 Co,,2500
,,11/15/04,,,Texaco Inc 93002630360 San Luis Obis Ca,,2802
Food/Drink,,11/16/04,,,Round Table Pizza Atascadero Ca,,600
,,11/16/04,,,Wp-Rpm Sports Ltd - Po Thurles Gb,,7883
,,11/16/04,,,Owens Music Co-Slo San Luis Obis Ca,,20342
Food/Drink,,11/18/04,,,Pizza Solo San Luis Obis Ca,,590
Cash/ATM,,11/19/04,,,ATM Withdrawal - 11/19 7819U 7135 El Camino Real Atascadero Ca 3319,,4000
Groceries,,11/19/04,,,Vons Store Vons Satascadero Ca 3319,,1123
,,11/19/04,,,Pepe Delgados Rest San Luis Obis Ca,,3117
Auto/Transportation,,11/22/04,,,Texaco Service Texaco Sersan Luis Obi Ca 3319,,3063
Auto/Transportation,,11/24/04,,,Shell Oil 57441083201 Atascadero Ca,,1227
Food/Drink,,11/24/04,,,High Street Market And San Louis Obi Ca,,734
Cash/ATM,,11/26/04,,,ATM Withdrawal - 11/26 81931730 6000 San Anselmin & Out Batascadero Ca 3319,,4150
Shopping,,11/26/04,,,Boo Boo Records San Ls Obispo Ca,,1715
Shopping,,11/26/04,,,Bestbuy 255 Madbestbuy 25San Luis Obisca 3319,,4931
Food/Drink,,11/27/04,,,Slo Brewing Co Inc San Luis Obis Ca,,1500
Checks Written,,11/29/04,,,Check #323,,20000
Other Spending,,11/29/04,,,Non-Wells Fargo ATM Transaction Fee,,200
Other Spending,,12/2/04,,,Bill Pay Service Fee On 12-03,,695
Cash/ATM,,12/3/04,,,ATM Withdrawal - 12/03 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,12/3/04,,,Non-Wells Fargo ATM Transaction Fee,,200
Cash/ATM,,12/4/04,,,ATM Withdrawal - 12/04 S1A07019 8150 Sunset Blvwashingtonlos Angeles Ca 3319,,6000
Food/Drink,,12/4/04,,,Senor Fish Alhambra Ca,,1658
,,12/4/04,,,Saddle Ranch Chop Hous W Hollywood Ca,,6650
,,12/5/04,,,Le Sex Shoppe #5669 Pasadena Ca,,3028
Other Spending,,12/6/04,,,Non-Wells Fargo ATM Transaction Fee,,200
,,12/8/04,,,Owens Music Co-Slo San Luis Obis Ca,,21092
Auto/Transportation,,12/9/04,,,Union 76 10003606 San Luis Obis Ca,,3034
Personal Care,,12/15/04,,,Asf*Health Club Dues 800-525-8967 Co,,2500
Food/Drink,,12/16/04,,,Franks Hot Dogs San Luis Obis Ca,,531
Shopping,,12/16/04,,,Limelight Music-Gifts Atascadero Ca,,847
Auto/Transportation,,12/17/04,,,Chevron 00092265 San Luis Obis Ca,,2734
Cash/ATM,,12/17/04,,,ATM Withdrawal - 12/17 0901A 665 Marsh St San Luis Obis Ca 3319,,2000
Food/Drink,,12/18/04,,,Round Table Pizza Atascadero Ca,,1504
,,12/18/04,,,Groove Tickets 323-9080607 Ca,,8428
Food/Drink,,12/19/04,,,Round Table Pizza Atascadero Ca,,900
Groceries,,12/19/04,,,Atascadero Foodatascaderoatascadero Ca 3319,,1218
Shopping,,12/21/04,,,Bestbuy 255 Madbestbuy 25San Luis Obisca 3319,,4289
,,12/22/04,,,Wmv*Match.Com 800-926-2824 Tx,,5085
,,12/23/04,,,Jim'S Campus Camera In San Luis O Ca,,2667
Auto/Transportation,,12/24/04,,,Union 76 46044897 Atasacadero Ca,,2717
Shopping,,12/24/04,,,Boo Boo Records San Ls Obispo Ca,,3001
,,12/24/04,,,Apple Computer 800-676-2775 Tx,,2500
Shopping,,12/26/04,,,Games Exchange Atascadero Ca,,2000
Shopping,,12/26/04,,,Games Exchange Atascadero Ca,,4323
Shopping,,12/26/04,,,Games Exchange Atascadero Ca,,4323
,,12/29/04,,,Campus Bottle Shop San Luis Obis Ca,,883
Auto/Transportation,,12/30/04,,,Union 76 18040311 Sanluis Obisp Ca,,2061
Auto/Transportation,,12/30/04,,,Exxonmobil34 01367127 Oceansid Ca,,2545
Cash/ATM,,1/1/05,,,"ATM Withdrawal - 01/01 I85160 H S B C H S B C Ensenada, B.C00 3319",,906
Cash/ATM,,1/1/05,,,"ATM Withdrawal - 01/01 I85160 H S B C H S B C Ensenada, B.C00 3319",,1812
,,1/1/05,,,Rest El Rey Sol Ensenada Bcn Mx,,1698
,,1/2/05,,,Ralphs 2555 Easralphs 255Newport Bea Ca 3319,,1184
Auto/Transportation,,1/3/05,,,Arco Paypoint Arco Paypocarpinteria Ca 3319,,2158
Checks Written,,1/3/05,,,Check #324,,20000
Food/Drink,,1/3/05,,,Rubio'S Irvine #12 Irvine Ca,,1248
Other Spending,,1/3/05,,,Foreign Curr Conv Fee,,34
Other Spending,,1/3/05,,,Non-Wells Fargo ATM Transaction Fee,,300
Other Spending,,1/3/05,,,Non-Wells Fargo ATM Transaction Fee,,300
Other Spending,,1/3/05,,,Bill Pay Service Fee On 01-01,,695
Cash/ATM,,1/4/05,,,ATM Withdrawal - 01/04 0901B 665 Marsh St San Luis Obis Ca 3319,,2000
Checks Written,,1/4/05,,,Check #325 78407Fc7A336F50D,,14193
Auto/Transportation,,1/5/05,,,Five Star Parking Lot San Diego Ca,,4800
Food/Drink,,1/5/05,,,Round Table Pizza Atascadero Ca,,800
Groceries,,1/5/05,,,Atascadero Foodatascaderoatascadero Ca 3319,,750
Food/Drink,,1/6/05,,,Franks Famous Hot Dogs San Luis Obis Ca,,483
,,1/6/05,,,Borders Books 01005370 San Luis Obis Ca,,574
Auto/Transportation,,1/7/05,,,Chevron 00092265 San Luis Obis Ca,,2561
Cash/ATM,,1/7/05,,,ATM Withdrawal - 01/07 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,1/7/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Cash/ATM,,1/8/05,,,ATM Withdrawal - 01/08 Lk248476 728 Higuera St.Frog & Peasan Luis Obisca 3319,,2200
,,1/9/05,,,Target T1120 Patarget T11Paso Robles Ca 3319,,1286
Food/Drink,,1/10/05,,,Quiznos Sub 498Quiznos Susan Luis Obisca 3319,,280
Other Spending,,1/10/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Cash/ATM,,1/11/05,,,ATM Withdrawal - 01/11 0901E 665 Marsh St San Luis Obis Ca 3319,,2000
,,1/11/05,,,Amtrak Telep0119441180 800-Usa-Rail Dc,,6300
Cash/ATM,,1/12/05,,,ATM Withdrawal - 01/12 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,1/12/05,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,1/12/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Other Spending,,1/12/05,,,Monthly Service Fee,,500
Auto/Transportation,,1/13/05,,,Chevron 00092265 San Luis Obis Ca,,2498
Food/Drink,,1/13/05,,,Round Table Pizza Atascadero Ca,,964
Checks Written,,1/14/05,,,Check #327,,2500
Food/Drink,,1/14/05,,,Carlton Restaurant+Gri Atascadero Ca,,7397
Health,,1/14/05,,,Rite Aid Store 5827 Atascadero Ca,,1286
,,1/15/05,,,Hoovers 101 Cafe Atascadero Ca,,1802
,,1/15/05,,,Sea Barn Inc 11Sea Barn Iarroyo Grandeca 3319,,2574
Personal Care,,1/17/05,,,Asf*Health Club Dues 800-525-8967 Co,,2500
Auto/Transportation,,1/19/05,,,Chevron 00092265 San Luis Obis Ca,,2662
Cash/ATM,,1/21/05,,,ATM Withdrawal - 01/21 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Food/Drink,,1/21/05,,,Hudson'S Grill Slo San Luis Obis Ca,,2872
Other Spending,,1/21/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Cash/ATM,,1/22/05,,,ATM Withdrawal - 01/22 0901E 665 Marsh St San Luis Obis Ca 3319,,4000
,,1/22/05,,,Los Arroyos Santa Barbara Ca,,1357
Credit Card/Loan Payments,,1/26/05,,,Bill Pay At&T Universal C On-Line 5491130011008364 On 01-26,,2700
Food/Drink,,1/26/05,,,Pizza Solo Pizza Solosan Luis Obisca 3319,,751
,,1/26/05,,,Cambria Pines Lodge Re Cambria Ca,,431
,,1/26/05,,,Barnesnoble 89Barnesnoblsan Luis Obisca 3319,,642
Food/Drink,,1/27/05,,,High Street Market And San Louis Obi Ca,,746
Groceries,,1/28/05,,,Vons Store Vons Satascadero Ca 3319,,2615
Shopping,,1/29/05,,,Boo Boo Records San Ls Obispo Ca,,3858
,,1/31/05,,,Muzio'S Grocery Inc San Luis Obis Ca,,746
Checks Written,,2/1/05,,,Check #326,,13650
Food/Drink,,2/1/05,,,Round Table Pizza Atascadero Ca,,800
Food/Drink,,2/1/05,,,Mos Smokehouse Bbq San Luis Obis Ca,,2075
Other Spending,,2/1/05,,,Bill Pay Service Fee On 02-01,,695
,,2/1/05,,,Texaco Inc 93002630360 San Luis Obis Ca,,2660
Food/Drink,,2/2/05,,,Slo Brewing Co Inc San Luis Obis Ca,,750
Food/Drink,,2/3/05,,,Cabo San Luis San Luis Obis Ca,,1014
Food/Drink,,2/4/05,,,Woodstocks Pizza San L San Luis Obis Ca,,1349
Food/Drink,,2/5/05,,,Firestone Grill San Luis Obis Ca,,942
Shopping,,2/5/05,,,Boo Boo Records San Ls Obispo Ca,,1786
Groceries,,2/6/05,,,Atascadero Foodatascaderoatascadero Ca 3319,,3326
Shopping,,2/6/05,,,Paypal *Stainless1 402-935-7733 Ca,,1291
Auto/Transportation,,2/8/05,,,Chevron 00092265 San Luis Obis Ca,,2850
Food/Drink,,2/8/05,,,Baja Fresh #205 San Luis Obis Ca,,1276
,,2/9/05,,,Sou Usps 058102Sou Usps 0San Luis O Ca 3319,,900
Cash/ATM,,2/10/05,,,ATM Withdrawal - 02/10 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,2/10/05,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,2/10/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Other Spending,,2/10/05,,,Monthly Service Fee,,500
Shopping,,2/10/05,,,Central Coast Surfboar Sanluisobispo Ca,,8416
,,2/10/05,,,Moondoggies Beach Club 805-5411995 Ca,,5683
Cash/ATM,,2/11/05,,,ATM Withdrawal - 02/11 A030 3451 State Stresanta Barbsta Barbara Ca 3319,,4225
Lodging,,2/11/05,,,Motel 6 00000026 Santa Barbara Ca,,14680
,,2/11/05,,,Longs Drug Storlongs Drugsantabarbara Ca 3319,,1292
,,2/11/05,,,Albertsons Albertsonssanta Barbaraca 3319,,2769
Cash/ATM,,2/12/05,,,ATM Withdrawal - 02/12 0979C 3804 State Street Santa Barbara Ca 3319,,4000
,,2/12/05,,,Elements Rest & Bar Santa Barbara Ca,,3848
Auto/Transportation,,2/13/05,,,Union 76 00372623 Santa Barbara Ca,,2932
Food/Drink,,2/13/05,,,Paradise Cafe Santa Barbara Ca,,2921
Other Spending,,2/14/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Shopping,,2/14/05,,,Kmart Kmart Atascadero Ca 3319,,4502
,,2/14/05,,,Cheap Thrills Records San Luis Obis Ca,,4822
Personal Care,,2/15/05,,,Asf*Health Club Dues 800-525-8967 Co,,2500
Auto/Transportation,,2/18/05,,,Union 76 46044897 Atasacadero Ca,,2929
Food/Drink,,2/18/05,,,Cabo San Luis San Luis Obis Ca,,863
Groceries,,2/19/05,,,Atascadero Foodatascaderoatascadero Ca 3319,,667
Food/Drink,,2/22/05,,,Ben Franklin San Luis Obis Ca,,594
Credit Card/Loan Payments,,2/23/05,,,Bill Pay Bank Of America On-Line 4888603122170541 On 02-23,,63000
,,2/23/05,,,Custom House Avila Beach Ca,,724
,,2/23/05,,,Senor Sancho'S Paso Robles Ca,,2475
Food/Drink,,2/24/05,,,Marv'S Original Pizza Paso Robles Ca,,2415
Auto/Transportation,,2/25/05,,,Chevron 00092265 San Luis Obis Ca,,3037
Personal Care,,2/25/05,,,Asf*Health Club Dues 800-525-8967 Co,,2500
Auto/Transportation,,2/27/05,,,Union 76 03478948 Tustin Ca,,2022
Credit Card/Loan Payments,,2/28/05,,,Bill Pay At&T Universal C On-Line 5491130011008364 On 02-28,,19929
,,2/28/05,,,Dos Amigos Atascadero Ca,,2866
Auto/Transportation,,3/1/05,,,Chevron 00092265 San Luis Obis Ca,,3154
Food/Drink,,3/1/05,,,High Street Market And San Louis Obi Ca,,881
Other Spending,,3/2/05,,,Bill Pay Service Fee On 03-02,,695
Shopping,,3/3/05,,,Boo Boo Records San Ls Obispo Ca,,2894
,,3/3/05,,,Kona'S Deli & Cafe San Luis Obis Ca,,725
,,3/4/05,,,Sandy'S Deli & Liquor San Luis Obis Ca,,499
Shopping,,3/5/05,,,Limelight Music-Gifts Atascadero Ca,,912
Food/Drink,,3/7/05,,,Firestone Grill San Luis Obis Ca,,942
Food/Drink,,3/8/05,,,Franks Famous Hot Dogs San Luis Obis Ca,,552
,,3/8/05,,,Texaco Service Texaco Sersan Luis Obi Ca 3319,,2777
Food/Drink,,3/10/05,,,Jamba Juice #1 San Luis Obis Ca,,385
Food/Drink,,3/10/05,,,Round Table Pizza Atascadero Ca,,2345
Other Spending,,3/10/05,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,3/10/05,,,Monthly Service Fee,,500
Auto/Transportation,,3/11/05,,,Chevron 00092265 San Luis Obis Ca,,1483
Cash/ATM,,3/11/05,,,ATM Withdrawal - 03/11 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,4200
Other Spending,,3/11/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Food/Drink,,3/12/05,,,Fox Sports Grill Ca Irvine Ca,,950
,,3/12/05,,,Xi'An Beverly Hills Ca,,2650
,,3/12/05,,,Yard House Irvine Ca,,6050
Auto/Transportation,,3/13/05,,,Union 76 00398248 Gorman Ca,,3048
Food/Drink,,3/13/05,,,Finn,,1300
,,3/14/05,,,Grand Performance Musi San Luis Obis Ca,,697
Personal Care,,3/15/05,,,Asf*Health Club Dues 800-525-8967 Co,,2500
Groceries,,3/16/05,,,Vons Store Vons Satascadero Ca 3319,,1589
,,3/17/05,,,Albertsons Albertsonssan Luis Obisca 3319,,2484
,,3/17/05,,,St Of Calif Dmv-Intern 916-6578943 Ca,,24300
Auto/Transportation,,3/18/05,,,Union 76 46044897 Atasacadero Ca,,3091
Cash/ATM,,3/18/05,,,ATM Withdrawal - 03/18 Td213046 723 Higuera Strthe Librarsan Luis Obisca 3319,,4200
,,3/20/05,,,Video Palace Atascadero Ca,,325
Food/Drink,,3/21/05,,,Subway #1035 San Luis Obis Ca,,728
Health,,3/21/05,,,Rite Aid Store 5822 San Luis Obis Ca,,1000
Other Spending,,3/21/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Cash/ATM,,3/22/05,,,ATM Withdrawal - 03/22 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,3/22/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Food/Drink,,3/24/05,,,Mos Smokehouse Bbq San Luis Obis Ca,,692
Auto/Transportation,,3/25/05,,,Union 76 46044897 Atasacadero Ca,,2959
Cash/ATM,,3/26/05,,,ATM Withdrawal - 03/26 7819T 7135 El Camino Real Atascadero Ca 3319,,4000
Credit Card/Loan Payments,,3/28/05,,,Bill Pay Bank Of America On-Line 4888603122170541 On 03-28,,100000
,,3/28/05,,,Sou Usps 058102Sou Usps 0San Luis O Ca 3319,,11290
Food/Drink,,3/30/05,,,Slo Brewing Co Inc San Luis Obis Ca,,2145
,,4/1/05,,,Bellos Sporting Goods San Luis Obis Ca,,2823
Auto/Transportation,,4/2/05,,,Union 76 46044897 Atasacadero Ca,,3006
Food/Drink,,4/2/05,,,Round Table Pizza Atascadero Ca,,1445
,,4/2/05,,,O'Grady'S Paso Robles Ca,,2000
Other Spending,,4/4/05,,,Bill Pay Service Fee On 04-02,,695
Auto/Transportation,,4/9/05,,,Shell Oil 57441083201 Atascadero Ca,,3511
Food/Drink,,4/11/05,,,Cabo San Luis San Luis Obis Ca,,617
Other Spending,,4/12/05,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,4/12/05,,,Monthly Service Fee,,500
Cash/ATM,,4/13/05,,,ATM Withdrawal - 04/13 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,4/13/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Shopping,,4/13/05,,,Boo Boo Records San Ls Obispo Ca,,2786
Checks Written,,4/14/05,,,Check #329 * Gap In Check Sequence,,1168
Shopping,,4/14/05,,,Bestbuy 255 Madbestbuy 25San Luis Obisca 3319,,3216
Auto/Transportation,,4/15/05,,,Chevron 00092265 San Luis Obis Ca,,3534
Personal Care,,4/15/05,,,Asf*Health Club Dues 800-525-8967 Co,,2500
Shopping,,4/16/05,,,Limelight Music-Gifts Atascadero Ca,,2944
Food/Drink,,4/18/05,,,Franks Famous Hot Dogs San Luis Obis Ca,,1319
Credit Card/Loan Payments,,4/19/05,,,Bill Pay Bank Of America On-Line 4888603122170541 On 04-19,,78000
Food/Drink,,4/19/05,,,Round Table Pizza 2 King City Ca,,850
Cash/ATM,,4/21/05,,,ATM Withdrawal - 04/21 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,4200
Other Spending,,4/21/05,,,Non-Wells Fargo ATM Transaction Fee,,200
,,4/22/05,,,Fee-Op #5675 Fee-Op #56Atascadero Ca 3319,,1251
,,4/22/05,,,Tahoe Joes 00208256 San Luis Obis Ca,,1575
Auto/Transportation,,4/23/05,,,Union 76 73752024 Atascadero Ca,,3304
Auto/Transportation,,4/23/05,,,Atascadero Ford Atascadero Ca,,17328
Cash/ATM,,4/23/05,,,ATM Withdrawal - 04/23 7819T 7135 El Camino Real Atascadero Ca 3319,,4000
Auto/Transportation,,4/26/05,,,Chevron 00098169 San Luis Obis Ca,,3373
Credit Card/Loan Payments,,4/26/05,,,Bill Pay At&T Universal C On-Line 5491130011008364 On 04-26,,7796
Checks Written,,4/27/05,,,Check #331,,5000
Cash/ATM,,4/30/05,,,ATM Withdrawal - 04/30 Lk248476 728 Higuera St.Frog & Peasan Luis Obisca 3319,,2200
Shopping,,4/30/05,,,Central Coast Surfboar Sanluisobispo Ca,,5361
Shopping,,4/30/05,,,Copelands Sports #53 San Luis Obis Ca,,9028
Cash/ATM,,5/1/05,,,ATM Withdrawal - 05/01 Lk248476 728 Higuera St.Frog & Peasan Luis Obisca 3319,,4200
Shopping,,5/1/05,,,Kmart 00076190 Atascadero Ca,,4289
Auto/Transportation,,5/2/05,,,Chevron 00092265 San Luis Obis Ca,,3253
Food/Drink,,5/2/05,,,Firestone Grill San Luis Obis Ca,,793
Other Spending,,5/2/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Other Spending,,5/2/05,,,Non-Wells Fargo ATM Transaction Fee,,200
Other Spending,,5/2/05,,,Bill Pay Service Fee On 05-01,,695
Shopping,,5/2/05,,,Bestbuy 255 Madbestbuy 25San Luis Obisca 3319,,2354
,,5/5/05,,,Sou Usps 056870Sou Usps 0San Luis Obisca 3319,,80
Cash/ATM,,5/6/05,,,ATM Withdrawal - 05/06 0901A 665 Marsh St Yan Luis Obis Ca 3319,,2000
Food/Drink,,5/6/05,,,Domino'S Pizza #08206 Atascadero Ca,,2073
Auto/Transportation,,5/9/05,,,Chevron 00092265 San Luis Obis Ca,,3419
Food/Drink,,5/10/05,,,Ben Franklin San Luis Obis Ca,,562
Food/Drink,,5/11/05,,,Mos Smokehouse Bbq San Luis Obis Ca,,692
Other Spending,,5/11/05,,,Monthly Point-Of-Sale (Pos) Purchase Fee,,100
Other Spending,,5/11/05,,,Monthly Service Fee,,500
Shopping,,5/12/05,,,Boo Boo Records San Ls Obispo Ca,,3108
Auto/Transportation,,5/14/05,,,7-Eleven 7-Eleven Atascadero Ca 3319,,380
Auto/Transportation,,5/16/05,,,Shell Oil 57441083201 Atascadero Ca,,3088
Food/Drink,,5/16/05,,,Taco Roco Taco Roco San Luis Obisca 3319,,750
Cash/ATM,,5/17/05,,,ATM Withdrawal - 05/17 Ca037698 1010 Murray Avefirs San Luis Obisca 3319,,2200
Other Spending,,5/17/05,,,Non-Wells Fargo ATM Transaction Fee,,200
,,5/18/05,,,San Luis Luggage Sn Luis Obisp Ca,,10722
,,5/19/05,,,Usps 0581020075 San Luis O Ca,,2140
Food/Drink,,5/20/05,,,Cabo San Luis San Luis Obis Ca,,617
,,5/21/05,,,"Officemax, Inc.Officemax,Pasa Robles Ca 3319",,4289
Auto/Transportation,,5/22/05,,,Shell Oil 57441083201 Atascadero Ca,,3241
Food/Drink,,5/23/05,,,Subway #1730 Atas Cadero Ca,,613
,,5/23/05,,,Circuit City Ss #3360 Culver City Ca,,3246
,,5/25/05,,,The Trafford Manchester Gb,,880
